timestamp,tweet_text,username,all_hashtags,retweet_count,favourites_count
12/3/2019 12:08,Ronaldo fans should realize that the highest praise to say of Ronaldo is that he was the only player who got close to challenging Messi at the pinnacle of football #Messi #Ronaldo,Dan_the_Bank,"[u'Messi', u'Ronaldo']",3734,7892
12/3/2019 12:08,#Messi #Messi #Messi  #Messi #Messi #Messi   Hashtag speaks everything.. #GOAT   Congratulations #LeoMessi on winning #BallonDor 6th time!! 🙏  #BallonDor2019 #LM10 https://t.co/Z4xFK69cRi,Vishal_vp10,"[u'Messi', u'Messi', u'Messi', u'Messi', u'Messi', u'Messi', u'GOAT', u'LeoMessi', u'BallonDor', u'BallonDor2019', u'LM10']",444,
12/3/2019 12:08,@DineshK02160147 @ThalaFanForeva7 @romanvi23733914 @sahayamessi @vigneshhari1 @dhanushkraja Messi type panale goat emoji tharanga Real goat #Messi,BairavaaKesavan,[u'Messi'],123,
12/3/2019 12:07,The best football player in the world 🐐 for record 6th time and still more to come✌ #messi #BallonDor2019 https://t.co/PQjlvdGkEO,tawqeer_07,"[u'messi', u'BallonDor2019']",29,
12/3/2019 12:06,"kudos to Ronaldo  for fighting hard to be equal with The footballing Zeus , But you know in the end , ""Iron Man is a man , And Thor is a god"" So proud of LM10 Footballer with the most individual awards in world football❣ #Messi #LM10 #GOAT",MOisadebamen,"[u'Messi', u'LM10', u'GOAT']",6,
12/3/2019 12:06,Twitter have given Messi the goat emoji for his hashtag. 😳🔥🔥  #Messi,FUTJack__,[u'Messi'],10547,11029
12/3/2019 12:06,@Apple we need Barcelona coloured Goat emoji for #Messi,BeingFarani,[u'Messi'],131,
12/3/2019 12:05,"i had trauma last night and been hospitalized, just for imagining the scenes of van dijk winning ballon d'or. nw I'm ok #BallonDor  #Messi https://t.co/EVjsT3Jl2g",milanista_Acm,"[u'BallonDor', u'Messi']",166,
12/3/2019 12:05,MESSI POTM IS ACTUALLY A THING.   He’s been included in the nominees...along with Morata &amp; Benzema.   Could it? 👀🤔  #FIFA20 #LaLiga #Messi #POTM,FUTJack__,"[u'FIFA20', u'LaLiga', u'Messi', u'POTM']",10547,46271
12/3/2019 12:04,"New post in ""La voz en español""!  Listen to the voice of the former president #MarianoRajoy and practice your comprehension.  Click link and practice.  https://t.co/enTZxgKzYG  #PracticaEspañol #LearnSpanish #ELE #RealMadrid #Messi @realmadrid @realmadrid__fa",practicaespanol,"[u'MarianoRajoy', u'PracticaEspa\xf1ol', u'LearnSpanish', u'ELE', u'RealMadrid', u'Messi']",5559,7829
12/3/2019 12:04,"10 years after winning his first Ballon d'Or, the Barcelona and Argentina star was awarded the coveted trophy for a record sixth time in Paris.  #seatsandtickets #messi #balondor #goat https://t.co/RBtILYFGco",seatsandtickets,"[u'seatsandtickets', u'messi', u'balondor', u'goat']",1205,
12/3/2019 12:04,#Messi #BallonDOr #MessiBalonDeOro #LionelMessi  The Argentine footballer Lionel Messi wins a record-breaking sixth Ballon d’Or.  https://t.co/DZMQDiXycs,theBAtimes,"[u'Messi', u'BallonDOr', u'MessiBalonDeOro', u'LionelMessi']",3382,2413
12/3/2019 12:03,👦 → 👑 → 👽 → 🐐  The evolution of Leo #Messi https://t.co/LTtGlMjajr,FCBarcelona,[u'Messi'],31315,43567
12/3/2019 12:03,"Signed photo set of the Six time world player of year Lionel Messi available now. 34 inch square, black framed with certificate of authenticity.  #Messi #BallonDor #barca https://t.co/mDsvRSuLl2",ChrisENeil,"[u'Messi', u'BallonDor', u'barca']",108,
12/3/2019 12:03,@staconzy16 I Re-Stan #Messi,realethicist,[u'Messi'],1098,
12/3/2019 12:02,Ronaldo fans when Messi clinched his 6th Ballon D'or Award  #Messi https://t.co/NRc7FtwfxP,Alexedijnr,[u'Messi'],756,
12/3/2019 12:02,How to make  China Rose with paper/paper flower https://t.co/gx9NKsPmgb  A beautiful paper flower. Heart of  flowers that can decorate your wall or any other home interiors. #Bangladesh  #Flowers  #flower  #paperflower #MESSIX  #MESSI https://t.co/Nx14Pb93Lb,sadia60130819,"[u'Bangladesh', u'Flowers', u'flower', u'paperflower', u'MESSIX', u'MESSI']",7,
12/3/2019 12:02,@markgoldbridge Don't talk too much.. And enjoy the Goat #Messi schooling your biggest clubs mate. https://t.co/tUjCO6CsG3,Rasheed1981,[u'Messi'],964,
12/3/2019 12:01,Penaldo family kraa. U don't understand them. They feel so much entitled to the #BallonDor like it's a family birthright. Any year Ronaldo doesn't win bueh. Yawa gas. #Messi ranked 5th last year we didn't hear kpim from his fam or camp. Take your Ls in peace. #MESSIX,AfrehVincent,"[u'BallonDor', u'Messi', u'MESSIX']",1455,
12/3/2019 12:01,Its late but man #Messi is the #BalondeOro winner. Finally. The greatest of his generation and of all time. #FCBarcelona,haj_surimi,"[u'Messi', u'BalondeOro', u'FCBarcelona']",251,
12/3/2019 12:01,"Congratulations to Lionel Messi on winning six Ballon d'Ors.  In my opinion, the best of all time.  You may disagree or you may agree, to each his own.  I've never seen someone do it with the consistency and the level he does.  #Messi   #BallonDor2019",uranus1700,"[u'Messi', u'BallonDor2019']",102,
12/3/2019 12:01,Türkiye’nin #BallonDor ’daki tercihleri;  1️⃣ #VanDijk 2️⃣ #Ronaldo 3️⃣ #Mbappe 4️⃣ #Salah 5️⃣ #Messi https://t.co/V76vtaASoI,DeportesReports,"[u'BallonDor', u'VanDijk', u'Ronaldo', u'Mbappe', u'Salah', u'Messi']",23717,24251
12/3/2019 12:00,"If you are not watching the 6 time #Ballond’Or winner play week in and week out, then you definitely got to #MakeLifeBetter!  Stream all #FCB matches on @FacebookWatch with India’s fastest internet up to 1 Gbps speed: https://t.co/tcSPPFlKjT #Messi #MessiBallonDor2019 #MESSIX https://t.co/359j02OLq5",OnSpectra,"[u'Ballond', u'MakeLifeBetter', u'FCB', u'Messi', u'MessiBallonDor2019', u'MESSIX']",4221,4390
12/3/2019 12:00,"Some great memories in there...  #Messi, Owen &amp; Co. - all #ballondor winners since 1990 📸➡️ https://t.co/yGCQ2QKiqA  #LFC #Barca #BallonDor2019 https://t.co/58TGfuYdmf",TMuk_news,"[u'Messi', u'ballondor', u'LFC', u'Barca', u'BallonDor2019']",30287,32456
12/3/2019 11:59,Poor man @Cristiano really thought this long texts &amp; list would hand him individual awards 🤣  UEFA Awards ❌ FIFA Awards ❌ Ballon d'or ❌  #Messi beaten this guy with his individual brilliance makes this #BallonDor award very special out of all he won 👑 Phenomenon 🙏 https://t.co/2zvAxeNouv,AjithSadha,"[u'Messi', u'BallonDor']",19841,18273
12/3/2019 11:59,@piersmorgan @Cristiano @CRonaldoLive Appreciate #Messi for what he has done for Barcelona   Adore @cristiano for he has done for FOOTBALL!  *This quote will forever remain undefeated*,Iam_dgoldenboy,[u'Messi'],238,
12/3/2019 11:58,It was great being a part of the panel for the 2019 @francefootball #BallonDor award. Congratulations to #Messi !  #Liberia 🇱🇷 @Africansoccerup @WesleyKla @GQuamie @mustapharaji_ https://t.co/w2z9cdLeVX,KokoiAnthony,"[u'BallonDor', u'Messi', u'Liberia']",302,
12/3/2019 11:58,It feels so bad to see the so called greatest player of all time standing miserably while failing to score yet again another time when it was required the most. Oh but he won the ballon d'or so it's alright! #Messi #CR7 https://t.co/CO6vIV4np5,Zaidi_United,"[u'Messi', u'CR7']",895,
12/3/2019 11:58,Can’t compare Messi to VVD for Ballon d’or. Yes VVD is a very good centre half probably best in world right now. But what Messi can do is just super human at times. #Messi https://t.co/6osy2Mrbue,barrie_watson,[u'Messi'],154,
12/3/2019 11:57,I'm still watching this magical moment  ⚽️⚽️⚽️⚽️⚽️⚽️ #messi https://t.co/1fOWB9OP4U,bent_belalia,[u'messi'],874,
12/3/2019 11:57,@Cristiano @CRonaldoLive Appreciate #Messi for what he has done for Barcelona   Adore #CRonaldo for he has done for FOOTBALL!  *This quote will forever remain undefeated*,Iam_dgoldenboy,"[u'Messi', u'CRonaldo']",238,
12/3/2019 11:56,"A reminder that football didn't start with #Messi and #Ronaldo😉 ""No O'Connell = no Cruyff, no Iniesta, no Messi"" The Irishman who saved Barça from Franco. @Paulmcgrath5 @alexclapham @NutmegMagazine @TomHock1 @OliverKayTimes @Groundtastic @RorySmith https://t.co/Hp9zEv9WrB",DonPatricioFILM,"[u'Messi', u'Ronaldo']",992,
12/3/2019 11:56,Achievement requires hard work and consistency #Messi #magical #Getafterit #onelife https://t.co/KwNaLXTBwM,MargiottaTony,"[u'Messi', u'magical', u'Getafterit', u'onelife']",829,
12/3/2019 11:55,The Ballon d'Or once again goes to the greatest player of all time. Football and Barça celebrate another wonderful achievement. Congratulations Leo! #BallonDor #BallonDor2019 #MESSIX #MessiBallonDor2019 #Messi #FCBarcelona #uefachampionsleague #VanDijk #CristianoRonaldo #Messi6 https://t.co/cT7A96Uysq,momsprince23,"[u'BallonDor', u'BallonDor2019', u'MESSIX', u'MessiBallonDor2019', u'Messi', u'FCBarcelona', u'uefachampionsleague', u'VanDijk', u'CristianoRonaldo', u'Messi6']",9,
12/3/2019 11:55,I lost my old account jeez...   Follow meeee I follow back   but y'all can help me decide again right?  Glasses on or Off??   #follobackforfolloback #BallonDor #MESSIX #Messi #TuesdayMotivation #SaveOurData #sugarbaby #mtnbundlesdontexpire #WorldAIDSDay https://t.co/YAvM2QMEfM,Blosylamar,"[u'follobackforfolloback', u'BallonDor', u'MESSIX', u'Messi', u'TuesdayMotivation', u'SaveOurData', u'sugarbaby', u'mtnbundlesdontexpire', u'WorldAIDSDay']",274,
12/3/2019 11:55,"@ultimate_kombo @temore Let's all rest Abeg both of the are world legends! But #Messi is special, most talented footballer I hv ever watched.",kenyblaise625,[u'Messi'],279,
12/3/2019 11:55,Last night Ballon d'Or won Messi for a record sixth time🐐  And you know where to watch him.  #uefachampionsleague only on SONY TEN 2. . . #messi  #ballondor #ballondor2019 #goat  #SonaManaHai  #SonySports https://t.co/FGvhURJfeX,SPNSportsIndia,"[u'uefachampionsleague', u'messi', u'ballondor', u'ballondor2019', u'goat', u'SonaManaHai', u'SonySports']",20193,28743
12/3/2019 11:54,Doesn't Olympic Gold medal and U20 World Cup win count as international achievements !? 🤔 #MessiBallonDor2019 #messix #messi,KVZU_,"[u'MessiBallonDor2019', u'messix', u'messi']",335,
12/3/2019 11:53,Haha 🤣 you already know the best . The Best #Messi 🐐 https://t.co/VwtZVGk5Og https://t.co/gEeTLyIdpv,Hi_Rabious,[u'Messi'],1840,
12/3/2019 11:53,"Top 5 latest #SportsGames for #PC #PS4 #XboxOne of 2019. Hope you enjoyed it 😊.. Please like, share and SUBSCRIBE to my #youtube channel.. #tech #onlinegaming #gameplay #videogameaddict #PES20 #nfl20 #FIFA20 #NBA2K20 #cricket19 #messi #Ronaldo https://t.co/nS2SMFSyyd",KabaPoint,"[u'SportsGames', u'PC', u'PS4', u'XboxOne', u'youtube', u'tech', u'onlinegaming', u'gameplay', u'videogameaddict', u'PES20', u'nfl20', u'FIFA20', u'NBA2K20', u'cricket19', u'messi', u'Ronaldo']",95,
12/3/2019 11:53,Congratulations for 6th Ballon do'r Award 💓 Greatest Of All Time King Messi 👑 Stay happy and Win More and More Awards Champ 🤗 Keep Rocking 🤘🏻  Love u 3000 #Messi #BallonDor #MessiBallonDor2019 #MessiBallonDor2019 https://t.co/LnLVfKLPp8,rahulmishrajii,"[u'Messi', u'BallonDor', u'MessiBallonDor2019', u'MessiBallonDor2019']",77,
12/3/2019 11:52,Aww! Muslim UNIABUJA SUG President Proposes To Christian Girlfriend On Signing Out (Photo) https://t.co/zX9zuUi0ol  #TachaThanksUtvGhana #Messi #Ronaldo #BallonDor2019 #BallonDor #EverythingTacha #leomessi #TwitterMomentOfTheDecade,Dammysnew,"[u'TachaThanksUtvGhana', u'Messi', u'Ronaldo', u'BallonDor2019', u'BallonDor', u'EverythingTacha', u'leomessi', u'TwitterMomentOfTheDecade']",3848,3526
12/3/2019 11:52,"I don’t really have time to waste arguing with Ronaldo fans.  We’re arguing before because both have same #BallonDor, and now King Leo is on another level. Can’t you people have some sense. #Messi isn’t your mate, he’s the real GOAT 🐐",aminuyaro_,"[u'BallonDor', u'Messi']",3149,3627
12/3/2019 11:52,Türkiye’nin #BallonDor’daki tercihleri;  1️⃣ #VanDijk 2️⃣ #Ronaldo 3️⃣ #Mbappe 4️⃣ #Salah 5️⃣ #Messi https://t.co/ZDDwE8vxTl,yenisafakspor,"[u'BallonDor', u'VanDijk', u'Ronaldo', u'Mbappe', u'Salah', u'Messi']",88828,81739
12/3/2019 11:51,"#Messi was placed 5th in last year's Ballon d'or, but we didn't see Antonella or his sisters say Ronaldo is an ogboni member or cry like bush babies. I Stan a Mentally Healthy family 😍 https://t.co/LL9byVhULO",staconzy16,[u'Messi'],6778,7627
12/3/2019 11:51,Graphic: Police officer allegedly shoots truck driver dead for refusing to hand him N100 bribe in Ondo https://t.co/g1sPUlyKf6  #TachaThanksUtvGhana #Messi #Ronaldo #BallonDor2019 #BallonDor #EverythingTacha #leomessi #TwitterMomentOfTheDecade,Dammysnew,"[u'TachaThanksUtvGhana', u'Messi', u'Ronaldo', u'BallonDor2019', u'BallonDor', u'EverythingTacha', u'leomessi', u'TwitterMomentOfTheDecade']",3848,4728
12/3/2019 11:50,I call on President Buhari to show support for Anthony Joshua as he puts Nigeria on the world stage against Ruiz – Ben Bruce https://t.co/cKWZEWwxs8  #TachaThanksUtvGhana #Messi #Ronaldo #BallonDor2019 #BallonDor #EverythingTacha #leomessi #TwitterMomentOfTheDecade,Dammysnew,"[u'TachaThanksUtvGhana', u'Messi', u'Ronaldo', u'BallonDor2019', u'BallonDor', u'EverythingTacha', u'leomessi', u'TwitterMomentOfTheDecade']",3848,3209
12/3/2019 11:50,"Personally, I'll Say they are on the same level, cause #Ronaldo is the true definition of an athlete. Hardwork, determination, and ability to take on challenges #Messi also is a once in a lifetime gift from God. They are different and GREAT in their own right #BallonDor2019",JoshuaAyeni9,"[u'Ronaldo', u'Messi', u'BallonDor2019']",5,
12/3/2019 11:50,"No Worries, No Stress.  I have got your back. DM for help on #essays and #research #assignments @ an affordable price. alexiscthewriter@gmail.com #Love #California  #NewYork #fashion #writers #Writing #FIFA20 #Tennessee #Trump #Messi #TuesdayMotivation #happy #college #university https://t.co/Hxn6e4iwtm",WriterChess,"[u'essays', u'research', u'assignments', u'Love', u'California', u'NewYork', u'fashion', u'writers', u'Writing', u'FIFA20', u'Tennessee', u'Trump', u'Messi', u'TuesdayMotivation', u'happy', u'college', u'university']",20,
12/3/2019 11:50,Lionel Messi now has the most number of Ballon d'Ors   #Messi  #BallonDor2019 #LionelMessi #6thballonDor  https://t.co/P72nKZtTsq,JioNews,"[u'Messi', u'BallonDor2019', u'LionelMessi', u'6thballonDor']",12342,12839
12/3/2019 11:50,if you write a hashtag (#) and you add 'Messi' there will show a Goat with a Barça shirt on  #messi,afnkhr,[u'messi'],136,
12/3/2019 11:49,Just wanted to see the goat #Messi,LegoMessi10,[u'Messi'],1877,5163
12/3/2019 11:48,How many Years later They're still laughing 😂😂😂     #MESSIX #BallonDor #Messi https://t.co/yNVr5sAJOL,benbrizi,"[u'MESSIX', u'BallonDor', u'Messi']",1070,
12/3/2019 11:48,"Ok, so Mali president reacts officially to #Ballondor outcome Seems real goal was to praise Mo Salah and Sadio Mané though  #Messi #MESSIX https://t.co/wLet5SsNe5",AlfaAfrican,"[u'Ballondor', u'Messi', u'MESSIX']",746,
12/3/2019 11:48,@bet365 bUt rOnAlDo HaS dOnE It In dIfFeReNt CoUnTrIeS 🙄🙄🙄 #Messi #goat,tomsunley,"[u'Messi', u'goat']",131,
12/3/2019 11:48,Good thing is that no one will ever overperform Leo 😉 #BallonDor #Messi https://t.co/sKJ14ksUG4,trbn_football,"[u'BallonDor', u'Messi']",180,
12/3/2019 11:47,Ya favorite girl....  #Messi  #TuesdayMotivation  #Shiloh2019 https://t.co/iXUxtY7MFi,EllaOkonkwo4,"[u'Messi', u'TuesdayMotivation', u'Shiloh2019']",80,
12/3/2019 11:47,"""It's his sixth Ballon d'Or. It's Messi."" ENOUGH SAID! 💪⚽  Here's how @LFC ace @VirgilvDijk reacted to Lionel Messi winning the #BallondOr2019! 🏆🔥💯  #BallondOr #Messi #vanDijk https://t.co/TafOu3BMRE",FOXSportsAsia,"[u'BallondOr2019', u'BallondOr', u'Messi', u'vanDijk']",5810,6728
12/3/2019 11:47,Congratulations many more to come 💙 #Messi 🔥🔥🔥🔥🔥🔥 #BallonDor  #MESSIX  #MessiBallonDor2019 https://t.co/SrrQUsdqpx,hansulish,"[u'Messi', u'BallonDor', u'MESSIX', u'MessiBallonDor2019']",393,
12/3/2019 11:47,"With due respect, but i think you do  not understand how Ballon D’or works. It is awarded based on votes from international journalists, national team coaches and captains. It does not matter who wins anything. It is strictly based on these votes.  #BallonDor  #Messi  #Ronaldo https://t.co/DvJCL0bLGh",perplexed_ustaz,"[u'BallonDor', u'Messi', u'Ronaldo']",6479,7181
12/3/2019 11:47,"Like @realDonaldTrump has a @POTUS44 fixation, you have an intense jealousy of #Messi. He is the #GOAT. https://t.co/1QY0JGro2B",LindsayBiz,"[u'Messi', u'GOAT']",10292,17384
12/3/2019 11:47,Twitter making their own hashtag for #Messi it’s beautiful too see,barcaxcule,[u'Messi'],20,
12/3/2019 11:47,"In Leo v Cristiano debate, #Messi wins his record 6th Ballon d'Or but that doesn't mean that #CR7 didn't have, by most standards, a very good season. Both of these players are great even in the late stages of their careers. They will go down in history as All-Time Greats. https://t.co/L2fR0V26Pr",Xeric_Sports,"[u'Messi', u'CR7']",188,
12/3/2019 11:46,What do twitter family feel about this lemme know.  Dropping my EP this December 29  #stay #BalondeOro #grevedu5decembre #ARMYSelcaDay #MAMA2019 #Messi #ابو_مطلق #peloton #hdfcbankdown #우리의_약속을_지키자 #NATO #Ronaldo #Mark https://t.co/0IKFyqXUwl,SauceFela,"[u'stay', u'BalondeOro', u'grevedu5decembre', u'ARMYSelcaDay', u'MAMA2019', u'Messi', u'\u0627\u0628\u0648_\u0645\u0637\u0644\u0642', u'peloton', u'hdfcbankdown', u'\uc6b0\ub9ac\uc758_\uc57d\uc18d\uc744_\uc9c0\ud0a4\uc790', u'NATO', u'Ronaldo', u'Mark']",134,
12/3/2019 11:46,#Messi  Aaaaaaaaahhhh love u @Twitter,barcacenler,[u'Messi'],1526,
12/3/2019 11:45,We worked on the Visual brand identity for @isellrnigeria   #messi #ronaldo #BallonDor2020  #iphone 6 https://t.co/UzpSXTnQAP,AtsueJustice,"[u'messi', u'ronaldo', u'BallonDor2020', u'iphone']",115,
12/3/2019 11:45,"#Endpoint #security #solution offers you privacy and threat security that occur due to online #surfing. #Nowadays,every activity is done and saved #online Call us: +971508740112 Visit: https://t.co/2bPrlDMA6a #BallonDor #Messi #عام_راشد #صباح_الخير #EndpointSecuritySolutions #UAE https://t.co/bbcssCLCBO",ITAMCsupport_ae,"[u'Endpoint', u'security', u'solution', u'surfing', u'Nowadays', u'online', u'BallonDor', u'Messi', u'\u0639\u0627\u0645_\u0631\u0627\u0634\u062f', u'\u0635\u0628\u0627\u062d_\u0627\u0644\u062e\u064a\u0631', u'EndpointSecuritySolutions', u'UAE']",22,
12/3/2019 11:45,Best ever no doubt 🐐 #BallonDor #Messi https://t.co/uy2k5Z3FhP,FfanaticAFCBAR,"[u'BallonDor', u'Messi']",10,
12/3/2019 11:45,This life ... Take a look at yourself. #MESSIX #Messi https://t.co/MmW7hYfNz2,LilSWAGGUN,"[u'MESSIX', u'Messi']",5085,4728
12/3/2019 11:45,Does Lionel Messi deserve the sixth Ballon D’Or https://t.co/u72zdSRfro via @thecableng by @OmeikeSunday #Messi,thecableng,[u'Messi'],31451,42812
12/3/2019 11:44,@francefootball @FCBarcelona he is simply the best of all the generations 💙💙💙 #Messi #BallonDor,hansulish,"[u'Messi', u'BallonDor']",393,
12/3/2019 11:44,Oce a king always a king 😘🔥😍 #messi @LeoMessiPrivate 💞With love from 🇮🇳 https://t.co/2BmbT5OwWk,asvanthfdo369,[u'messi'],16,
12/3/2019 11:44,The first Marlain in history #Jonah #Messi  #TuesdayMotivation  #NairaMarley https://t.co/uCw9iWf77q,OhaeriMarcel,"[u'Jonah', u'Messi', u'TuesdayMotivation', u'NairaMarley']",227,
