timestamp,tweet_text,username,all_hashtags,retweet_count,favourites_count
12/3/2019 12:17,You are the best@MrDavidFixed1 with how accurately your games play as given  #MESSIX #TuesdayMotivation #CitiCBS #hdfcbankdown #ShowbizAgenda #MAMA2019 #HuaweiFreeBuds3 #bobrisky #babcook #Nigeria #ArrestSonko #AAA2019 #Africa #AYODHYAVERDICT #ShowbizAgenda #vanguardnews #VanDijk https://t.co/4iHHA8VqOK,igwe_chiemerie,"[u'MESSIX', u'TuesdayMotivation', u'CitiCBS', u'hdfcbankdown', u'ShowbizAgenda', u'MAMA2019', u'HuaweiFreeBuds3', u'bobrisky', u'babcook', u'Nigeria', u'ArrestSonko', u'AAA2019', u'Africa', u'AYODHYAVERDICT', u'ShowbizAgenda', u'vanguardnews', u'VanDijk']",29,
12/3/2019 12:17,More of the same Wednesday please Sadio! https://t.co/4DRObQ8umV   #ynwa #everton #liverpoolfc #liverpool #jft96 #bpl #liveve #premierleague #lfc #vandijk #sadiomane #mosalah #motd #scouse #vandijk #motd2  #cybermonday #blackfriday #firmino #football #Ballondor2019 #BallondOr https://t.co/OImGKHRIpU,TheTwelfthRed,"[u'ynwa', u'everton', u'liverpoolfc', u'liverpool', u'jft96', u'bpl', u'liveve', u'premierleague', u'lfc', u'vandijk', u'sadiomane', u'mosalah', u'motd', u'scouse', u'vandijk', u'motd2', u'cybermonday', u'blackfriday', u'firmino', u'football', u'Ballondor2019', u'BallondOr']",54,
12/3/2019 12:01,Türkiye’nin #BallonDor ’daki tercihleri;  1️⃣ #VanDijk 2️⃣ #Ronaldo 3️⃣ #Mbappe 4️⃣ #Salah 5️⃣ #Messi https://t.co/V76vtaASoI,DeportesReports,"[u'BallonDor', u'VanDijk', u'Ronaldo', u'Mbappe', u'Salah', u'Messi']",23717,31617
12/3/2019 11:55,The Ballon d'Or once again goes to the greatest player of all time. Football and Barça celebrate another wonderful achievement. Congratulations Leo! #BallonDor #BallonDor2019 #MESSIX #MessiBallonDor2019 #Messi #FCBarcelona #uefachampionsleague #VanDijk #CristianoRonaldo #Messi6 https://t.co/cT7A96Uysq,momsprince23,"[u'BallonDor', u'BallonDor2019', u'MESSIX', u'MessiBallonDor2019', u'Messi', u'FCBarcelona', u'uefachampionsleague', u'VanDijk', u'CristianoRonaldo', u'Messi6']",9,
12/3/2019 11:52,Türkiye’nin #BallonDor’daki tercihleri;  1️⃣ #VanDijk 2️⃣ #Ronaldo 3️⃣ #Mbappe 4️⃣ #Salah 5️⃣ #Messi https://t.co/ZDDwE8vxTl,yenisafakspor,"[u'BallonDor', u'VanDijk', u'Ronaldo', u'Mbappe', u'Salah', u'Messi']",4761,5671
12/3/2019 11:47,"""It's his sixth Ballon d'Or. It's Messi."" ENOUGH SAID! 💪⚽  Here's how @LFC ace @VirgilvDijk reacted to Lionel Messi winning the #BallondOr2019! 🏆🔥💯  #BallondOr #Messi #vanDijk https://t.co/TafOu3BMRE",FOXSportsAsia,"[u'BallondOr2019', u'BallondOr', u'Messi', u'vanDijk']",7611,8173
12/3/2019 11:36,⚽️❤️Ballon d'Or 2019:  ‼️‼️Ballon d'Or 2019: Lionel Messi beats Virgil van Dijk &amp; Cristiano Ronaldo wins a record sixth Ballon D'or   😍Real WINNER of Life   #Elmontyouthsoccer #BallonDor2019 #CyberMonday #barca #football #Messi #vanDijk #Ronaldo https://t.co/v5piEralrZ,Elmontyouthsoc1,"[u'Elmontyouthsoccer', u'BallonDor2019', u'CyberMonday', u'barca', u'football', u'Messi', u'vanDijk', u'Ronaldo']",8,
12/3/2019 11:36,At it again 👌🏽🔝 #virgilvandijk #vandijk #liverpoolfc #youwillneverwalkalone #reds #anfield #anfieldstadium #pool #YNWA https://t.co/pG5AE0MZd3,szvdesign,"[u'virgilvandijk', u'vandijk', u'liverpoolfc', u'youwillneverwalkalone', u'reds', u'anfield', u'anfieldstadium', u'pool', u'YNWA']",15,
12/3/2019 11:28,DON'T HESITATE TO DROP YOUR INBOX MESSAGES OR CALL 📞 +2348159625282 IF YOU ARE INTERESTED IN ANY OUR ODDS OR INQUIRY/COMPLAIN AM ALWAYS AVAILABLE TO REPLY YOUR MESSAGES  DYNASTY✅ #BallonDor2019 #Ronaldo #Mane #VanDijk #RIPAnele #ManUtd #Iran #Argentina #Shiloh2019,Dynastyodds,"[u'BallonDor2019', u'Ronaldo', u'Mane', u'VanDijk', u'RIPAnele', u'ManUtd', u'Iran', u'Argentina', u'Shiloh2019']",1043,
12/3/2019 11:22,Ok #BallonDor is rigged. For sure. I have no doubt. Period.  There is no sane journalist who would have voted for #Messi over #VanDijk.  The Messi votes are heavily influenced by those who think he should get one more than Ronaldo.. that leaves VanDijk for dead.,deldiablo6,"[u'BallonDor', u'Messi', u'VanDijk']",8,
12/3/2019 11:22,#messi 6th #balondor #salah #vandijk  Missing the good old times when you had to win an international trophy in order 2 win #joke,FrankBuzz1,"[u'messi', u'balondor', u'salah', u'vandijk', u'joke']",29738,39103
12/3/2019 11:13,BOY!??? WTF! First she insults #VanDijk now #Messi  RONALDO deserving to win the #BallonDor is the FUNNIEST &amp; most EMBARRASSING thing I've read today 🤣🤣🤣🤣🤣   That woman is CRAZY! https://t.co/fNU6E9oEC6,Alecia69825937,"[u'VanDijk', u'Messi', u'BallonDor']",240,
12/3/2019 11:12,Online and hacking   #Iphone6 #Ronaldo #BLACKCOFFEE #Blackwindow #Piers #Messi #Madrid #Perez #TuesdayThoughts__  #VanDijk #Ballon #dubai #uk #us #canada #spain #UAENationalDay  #hacker #Credit #creditscore #Creditrepair #Australia,nkemjay_,"[u'Iphone6', u'Ronaldo', u'BLACKCOFFEE', u'Blackwindow', u'Piers', u'Messi', u'Madrid', u'Perez', u'TuesdayThoughts__', u'VanDijk', u'Ballon', u'dubai', u'uk', u'us', u'canada', u'spain', u'UAENationalDay', u'hacker', u'Credit', u'creditscore', u'Creditrepair', u'Australia']",159,
12/3/2019 10:44,It's good one for Ronaldo 😂😂 who say not we found a seconde zlatan 🤣#VanDijk,IlyesYahya,[u'VanDijk'],0,
12/3/2019 10:44,Van Dijk comments about Ronaldo are just embrassing! - how anyone can compare the two is beyond me?! The last 10/12 years Messi and Ronaldo have dominated the game and I think it’s been a pleasure for any football fan to watch the two of them at their peak! #ronaldo #VanDijk,Mazobrien23,"[u'ronaldo', u'VanDijk']",533,
12/3/2019 10:36,"#BallonDor winner and runner-up, Lionel Messi and Virgil Van Dijk headline our Team of the Week, that also includes Dele Alli, Lautaro Martinez, Martin Odegaard and some others. #messi #VanDijk #TOTW #MyClubFansXI #TuesdayMotivation https://t.co/y6mwr0tEBu",MyclubFan,"[u'BallonDor', u'messi', u'VanDijk', u'TOTW', u'MyClubFansXI', u'TuesdayMotivation']",1275,
12/3/2019 10:35,FC Barcelona legend #LionelMessi wins record sixth Ballon d'Or as Luka Modric does not make even 30 man list. https://t.co/Zx0NEf1z04 #BallonDor #BalondeOro #Paris #FCBarcelona #Modric #VirgilVanDijk #Messi #MESSIX #VanDijk #Mane #Liverpool #Mbappe #Rapinoe,SewuBem,"[u'LionelMessi', u'BallonDor', u'BalondeOro', u'Paris', u'FCBarcelona', u'Modric', u'VirgilVanDijk', u'Messi', u'MESSIX', u'VanDijk', u'Mane', u'Liverpool', u'Mbappe', u'Rapinoe']",6696,7992
12/3/2019 10:35,"@InfiniteMadrid Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor   next year. #VanDijk #Messi   #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020']",12,
12/3/2019 10:34,"@Ultra_Suristic Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor   next year. #VanDijk #Messi   #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020']",12,
12/3/2019 10:33,"@Ultra_Suristic Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor   next year. #VanDijk #Messi   #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020']",12,
12/3/2019 10:33,"@KaizerT8 Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor   next year. #VanDijk #Messi   #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020']",12,
12/3/2019 10:32,"@KaizerT8 Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor  next year. #VanDijk #Messi  #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020']",12,
12/3/2019 10:31,"Don’t worry guys. Juventus is going to beat Inter in the Serie A and finish on top, Win Champions league and a good Euro performance by Ronaldo will give Ronaldo a 6th #BallonDor next year. #VanDijk #Messi #Juventus #RealMadrid #Portugal #ChampionsLeague #EURO2020 #BallonDor2019",shahida_noor789,"[u'BallonDor', u'VanDijk', u'Messi', u'Juventus', u'RealMadrid', u'Portugal', u'ChampionsLeague', u'EURO2020', u'BallonDor2019']",12,
12/3/2019 10:24,Cristiano Ronaldo's Sister doesn't like Jokes 😉 #VanDijk https://t.co/4HxylEK0NO,Kuruvii,[u'VanDijk'],459,
12/3/2019 10:17,"@goal If Modric could have won it, so could have #VanDijk but he was massive for both Club and country.",iburniton96,[u'VanDijk'],1625,1798
12/3/2019 10:16,I would have given #BallonDor to #VanDijk,mats32,"[u'BallonDor', u'VanDijk']",67,
12/3/2019 10:13,"@VirgilvDijk I don’t know if you will really read this tweet, but I want to say you that you really deserved the Ballon D’Or. For me, you are the 2019 Ballon D’Or.  Best. In. The. World.  @VirgilvDijk #VanDijk #BallonDor",Umberto15089751,"[u'VanDijk', u'BallonDor']",45,
12/3/2019 10:05,I can't wait for Liverpool vs Juventus or Netherlands vs 🇵🇹 Portugal. #Ronaldo will Fuck #VanDijk  once again😂😂😂😂 mark this tweet,Arthurockgh,"[u'Ronaldo', u'VanDijk']",1944,2109
12/3/2019 10:05,"👉 No Messi and @Cristiano! 👉 Aubameyang, Griezmann over Messi, Ronaldo! 👉 Tadic, Son Heung-min over Mane, Mbappe!  Some of the #BallondOr2019 votes were BIZARRE, to say the least! 😱😂⚽  #BallondOr #Messi #CR7 #vanDijk #Salah #Mane https://t.co/iWI4QD9snL",FOXSportsAsia,"[u'BallondOr2019', u'BallondOr', u'Messi', u'CR7', u'vanDijk', u'Salah', u'Mane']",7872,6577
12/3/2019 9:53,💚WEAL G MADrid💚 💖KiNG KLOPPoss💖 &amp; His  🦹🏾‍♀️MARVELous🦸🏼‍♀️ 💯TEAM💯 💐BEyONcE💐🎶7/11🎶#MENTALHEALTHMATTERS #BLACKWIDOW #Klopp #VanDijk #Ronaldo #Messi   #DeLigt #Ramos #Ederson ##Hazard #Mane #Dybala #Busquets #Mbappe #Neymar #MYCLUB #BallonDor2019 @SkySportsNews @HayleyMcQueen https://t.co/AVVzAI1164,moretalklesmdz,"[u'MENTALHEALTHMATTERS', u'BLACKWIDOW', u'Klopp', u'VanDijk', u'Ronaldo', u'Messi', u'DeLigt', u'Ramos', u'Ederson', u'Hazard', u'Mane', u'Dybala', u'Busquets', u'Mbappe', u'Neymar', u'MYCLUB', u'BallonDor2019']",37,
12/3/2019 9:49,"@donsummerone @FancyDiMaria @Dela_fishbone @newtonlartey6 @adonko123 @DarlingPaul2 @jeffreyamoah @MawukoDoe @KELVINASUMADU9 @okt_ranking @IzayMan @gazanation_1 @DonEricKwakye @ChampPirloWan @themakosam @SaddickAdams Hmm! Summer I can't even think far, hmm all we the defender's are going to turn into an attacker's because of what happens yesterday's night. Nwiamuu Paa nie. #VanDIJK #adonko123  #abnghana  #angelsports",DijkMiguel,"[u'VanDIJK', u'adonko123', u'abnghana', u'angelsports']",10,
